Enterprise_id,Label,Registered_capital (Ten thousand Yuan),Province,Enterprise_type,Establishment_Duration (Days),Paid_in_capital (Ten thousand Yuan),Sector,SH_num,MS_num,CL_5years+,CL_5years,CL_4years,CL_3years,CL_2years,CL_1year,Branch_num,Certificate_num_5years+,Certificate_num_5years,Certificate_num_4years,Certificate_num_3years,Certificate_num_2years,Certificate_num_1year,Executee_num_5years+,Executee_num_5years,Executee_num_4years,Executee_num_3years,Executee_num_2years,Executee_num_1year,Overdue_tax_num_3years,Overdue_tax_num_2years,Overdue_tax_num_1year,Administrative_penalty_num_5years,Administrative_penalty_num_4years,Administrative_penalty_num_3years,Administrative_penalty_num_2years,Administrative_penalty_num_1year,Trademark_info_num_5years+,Trademark_info_num_5years,Trademark_info_num_4years,Trademark_info_num_3years,Trademark_info_num_2years,Trademark_info_num_1year,Patent_info_num_5years+,Patent_info_num_5years,Patent_info_num_4years,Patent_info_num_3years,Patent_info_num_2years,Patent_info_num_1year,Work_copyright_info_num_5years+,Work_copyright_info_num_5years,Work_copyright_info_num_4years,Work_copyright_info_num_3years,Work_copyright_info_num_2years,Work_copyright_info_num_1year,Software_copyright_info_num_5years+,Software_copyright_info_num_5years,Software_copyright_info_num_4years,Software_copyright_info_num_3years,Software_copyright_info_num_2years,Software_copyright_info_num_1year,t-1 Basic old-age insurance for urban employees,t-2 Basic old-age insurance for urban employees,t-3 Basic old-age insurance for urban employees,t-1 Unemployment insurance,t-2 Unemployment insurance,t-3 Unemployment insurance,t-1 Basic medical insurance for employees,t-2 Basic medical insurance for employees,t-3 Basic medical insurance for employees,t-1 Employment injury insurance,t-2 Employment injury insurance,t-3 Employment injury insurance,t-1 Birth insurance,t-2 Birth insurance,t-3 Birth insurance,Legal_proceedings_num_5years+,Legal_proceedings_num_5years,Legal_proceedings_num_4years,Legal_proceedings_num_3years,Legal_proceedings_num_2years,Legal_proceedings_num_1year,Filing_information_num_5years+,Filing_information_num_5years,Filing_information_num_4years,Filing_information_num_3years,Filing_information_num_2years,Filing_information_num_1years,Ratepaying_Credit_Grade_A_num
1,0,1200,Sichuan,Limited liability company (Natural person investment or holding),1521,111.5967,Construction industry,2,2,0,0,2,0,1,2,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,0,9,18,0,9,18,0,0,18,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,5315,Sichuan,Limited liability company (sole proprietorship of natural person),1150,5315,Construction industry,1,3,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,3,14,6,3,14,6,3,14,6,3,14,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,5100,Sichuan,Limited liability company (sole proprietorship of natural person),1975,5100,Construction industry,1,2,0,3,0,3,0,0,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,23,20,22,23,20,22,23,20,22,23,20,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,2000,Jiangxi,Limited liability company (Natural person investment or holding),778,0,Construction industry,2,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,5700,Hubei,Other joint stock limited companies (unlisted),8187,5033.23,Scientific research and technology services,17,8,3,0,0,0,5,1,9,0,1,8,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,14,6,3,6,6,6,91,105,105,91,100,105,91,105,108,91,100,105,91,105,108,0,0,0,3,8,4,0,1,1,3,3,0,5
6,0,500,Anhui,Limited liability company (Natural person investment or holding),876,125,Leasing and business services,2,4,0,0,0,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,7,6,0,7,6,0,7,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,6200,Anhui,Other limited liability companies,6844,6200,"Information transmission, software and information technology services",2,10,9,1,2,0,0,11,3,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19,20,20,19,0,0,19,16,16,19,16,16,19,16,16,0,0,0,4,7,1,3,4,0,0,0,3,4
8,0,50000,Anhui,Limited liability company (Natural person investment or holding),2360,15050,Construction industry,2,3,6,0,0,3,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,6000,Anhui,Limited liability company (Natural person investment or holding),744,1919,Construction industry,2,3,0,0,0,0,9,7,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,,18,0,,18,0,,18,0,,18,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,3000,Anhui,Other joint stock limited companies (unlisted),5189,2927,Manufacturing,6,11,10,4,1,0,1,1,,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,52,8,8,13,10,1,0,0,0,0,0,0,0,1,0,0,1,0,91,138,137,91,138,137,91,138,137,91,138,137,91,138,137,0,0,1,1,0,0,0,0,0,0,0,0,2
11,0,1060,Anhui,Limited liability company (Natural person investment or holding),2321,519.4,Construction industry,2,2,0,10,2,2,0,6,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,35,22,29,22,22,16,18,22,17,0,22,26,0,22,17,0,0,0,0,2,1,0,0,0,0,2,1,0
12,0,3000,Anhui,Limited liability company (Natural person investment or holding),4466,800,Construction industry,2,2,0,0,0,0,6,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,10,19,15,10,19,15,10,19,15,10,19,15,10,0,0,1,0,0,0,1,1,0,0,0,0,2
13,0,3000,Anhui,Limited liability company (sole proprietorship of natural person),1120,0,Construction industry,1,3,0,0,0,4,8,2,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,5000,Anhui,Limited liability company (Natural person investment or holding),1541,1000,Construction industry,3,2,0,0,0,9,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,0,0,0,0,1,5,0,0,0,0,1,2,0
15,0,1100,Anhui,Limited liability company (Natural person investment or holding),1597,0,Construction industry,2,3,0,0,5,2,0,5,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,500,Anhui,Limited liability company (Natural person investment or holding),,0,Construction industry,2,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
17,0,6800,Anhui,Limited liability company (Natural person investment or holding),1652,533,Construction industry,2,3,0,0,0,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,10,0,28,10,0,28,10,0,28,10,0,28,10,0,0,0,0,0,0,2,0,0,0,0,1,0,0
18,0,5000,Anhui,Other limited liability companies,1640,0,Construction industry,2,2,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,7,9,8,7,9,8,7,9,8,7,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1
19,0,5080,Anhui,Limited liability company (Natural person investment or holding),1245,5080,Construction industry,2,2,0,0,0,3,6,2,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,20,10,0,20,10,0,20,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,5050,Anhui,Limited liability company (Natural person investment or holding),6285,5050,Scientific research and technology services,2,2,0,1,0,0,0,0,3,0,2,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,7,5,4,0,0,0,0,0,0,18,3,11,0,20,1,212,210,210,212,210,210,212,210,210,212,210,210,212,210,210,0,0,4,1,8,4,0,1,2,2,2,1,2
21,0,5000,Anhui,Limited liability company (Natural person investment or holding),1242,0,Construction industry,2,2,0,0,2,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,5,17,11,5,17,11,5,17,11,5,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,1408,Anhui,Limited liability company (Natural person investment or holding),3921,1408,Scientific research and technology services,2,2,8,0,5,7,0,2,3,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,7,5,1,0,0,0,0,0,0,0,4,5,1,13,2,16,11,11,16,11,11,16,11,11,16,11,11,16,11,11,0,0,0,0,2,7,0,0,0,1,0,2,0
23,0,5170,Anhui,Limited liability company (sole proprietorship of natural person),3318,1900,Construction industry,1,2,7,3,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,13,10,11,13,10,11,13,7,11,13,10,11,13,0,0,0,1,4,15,0,1,0,2,4,2,1
24,0,1000,Anhui,Limited liability company (Natural person investment or holding),1615,0,Construction industry,2,5,0,0,4,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1000,Anhui,Limited liability company (Natural person investment or holding),940,555,Scientific research and technology services,4,3,0,0,0,0,4,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,0,6,4,0,6,4,0,6,4,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,4567,Anhui,Limited liability company (sole proprietorship of natural person),1885,0,Construction industry,1,2,0,0,2,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,2000,Anhui,Limited liability company (Natural person investment or holding),1751,202,Wholesale and retail,2,3,0,3,7,8,9,0,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,5100,Anhui,Limited liability company (Natural person investment or holding),1616,4236.18,Construction industry,2,3,0,0,10,6,0,1,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,5,22,11,5,22,11,5,22,11,5,22,11,5,0,0,0,0,0,0,0,0,0,0,0,0,1
29,0,4018,Anhui,Limited liability company (sole proprietorship of natural person),2850,4018,Construction industry,1,2,13,0,1,0,0,0,,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,0,0,4,1,1,0
30,0,10100,Anhui,Limited liability company (Natural person investment or holding),6454,5100,Construction industry,2,3,7,0,2,1,0,2,8,0,12,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,70,55,50,70,55,50,70,55,50,70,55,800,70,55,50,0,5,1,3,3,3,5,4,0,1,2,1,0
31,0,2000,Anhui,Limited liability company (Natural person investment or holding),868,800,Construction industry,2,2,0,0,0,1,4,4,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,4000,Anhui,Limited liability company (Natural person investment or holding),1343,237.7,Construction industry,2,2,0,0,4,1,1,0,6,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,4,14,12,4,14,12,4,14,12,4,14,12,4,0,0,0,0,0,0,0,0,0,0,0,0,1
33,0,5988,Anhui,Limited liability company (Natural person investment or holding),1331,0,Construction industry,2,3,0,0,0,7,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,0,21,15,0,21,15,0,21,15,0,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,0,1180,Anhui,Limited liability company (Natural person investment or holding),1281,30,Construction industry,3,4,0,0,3,2,2,4,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,5,19,6,5,19,6,5,19,6,5,19,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,2000,Anhui,Limited liability company (Natural person investment or holding),1309,0,Construction industry,2,3,0,0,6,0,3,2,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,4199,Anhui,Limited liability company (Natural person investment or holding),984,2099.5,Construction industry,2,2,0,0,0,0,0,2,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,9,9,0,9,9,0,9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,2000,Anhui,Limited liability company (Natural person investment or holding),1519,5,Construction industry,2,2,0,4,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,48,14,0,48,14,0,48,14,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,3018,Anhui,Limited liability company (Natural person investment or holding),3131,1018,Construction industry,4,3,0,7,2,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,8,19,15,8,19,15,8,19,15,8,19,15,8,0,0,0,0,3,0,0,0,0,0,0,0,1
39,0,1000,Anhui,Limited liability company (Natural person investment or holding),2483,750,Manufacturing,4,4,1,1,1,0,6,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,17,0,0,0,0,0,0,0,0,0,0,0,0,36,26,28,36,26,28,36,26,28,36,26,28,36,26,28,0,0,0,0,0,0,0,0,0,0,0,0,2
40,0,2018,Anhui,Limited liability company (Natural person investment or holding),940,45,Wholesale and retail,3,4,0,0,0,0,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4,1,0,5,1,0,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,5000,Anhui,Limited liability company (sole proprietorship of natural person),2948,200,Construction industry,1,2,0,4,0,0,2,6,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,5,22,17,5,22,17,5,22,17,5,22,17,5,0,0,0,0,0,0,0,0,0,0,0,0,1
42,0,6000,Anhui,Limited liability company (Natural person investment or holding),849,100,Construction industry,2,2,0,0,0,1,1,2,,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,,16,10,,16,10,,16,10,,16,10,,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,4000,Anhui,Limited liability company (Natural person investment or holding),1541,4000,Construction industry,2,3,0,0,6,9,2,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,8,9,5,8,9,5,8,9,5,8,9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1
44,0,2600,Anhui,Limited liability company (Natural person investment or holding),1292,0,Construction industry,2,3,0,0,0,0,0,0,,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,11,11,12,11,11,12,11,11,12,11,11,12,11,0,0,0,0,0,0,0,0,0,0,0,0,1
45,1,2100,Anhui,Limited liability company (sole proprietorship of natural person),1015,200,Construction industry,1,3,0,0,0,0,1,3,,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,6,5,0,6,5,0,6,5,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,2000,Anhui,Limited liability company (sole proprietorship of natural person),1164,5000,Construction industry,1,3,0,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,1080,Anhui,Limited liability company (Natural person investment or holding),3479,100,Construction industry,2,2,0,3,15,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,8,13,7,8,13,7,8,13,7,8,13,7,8,0,0,0,0,0,0,0,0,0,0,0,0,1
48,0,2800,Anhui,Limited liability company (Natural person investment or holding),4026,2800,Construction industry,2,2,0,0,0,0,0,0,,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,4,0,1,1
49,0,1000,Anhui,Limited liability company (Natural person investment or holding),948,1000,Construction industry,2,2,0,0,0,0,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,10600,Anhui,Limited liability company (Natural person investment or holding),4069,2028,Wholesale and retail,2,3,1,0,4,0,0,0,3,0,0,0,5,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,11,19,11,11,19,11,11,19,11,11,19,11,11,0,1,0,0,6,4,0,0,0,0,5,1,2
51,0,3000,Anhui,Limited liability company (Natural person investment or holding),834,3000,Construction industry,4,3,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,1077,Anhui,Limited liability company (Natural person investment or holding),2364,600,Construction industry,3,2,1,1,0,8,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,6,10,8,6,10,8,6,10,8,6,10,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,5688,Anhui,Limited liability company (Natural person investment or holding),1150,568.8,Construction industry,2,3,0,0,0,15,6,3,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,1600,Anhui,Limited liability company (Natural person investment or holding),597,0,Construction industry,2,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,3,0,,3,0,,3,0,,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,5000,Anhui,Limited liability company (Natural person investment or holding),3998,5000,Construction industry,2,2,0,0,6,0,2,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,9,12,0,0,12,9,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,0,1000,Anhui,Limited liability company (Natural person investment or holding),1111,92.1,Construction industry,2,3,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,3,13,7,3,13,7,3,13,7,3,13,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,1620,Anhui,Limited liability company (Natural person investment or holding),1140,16.2,Construction industry,2,3,0,0,0,0,2,5,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,2060,Anhui,Limited liability company (Natural person investment or holding),1391,2000,Construction industry,2,2,0,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,11,16,13,11,16,13,11,16,13,11,16,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,6600,Anhui,Limited liability company (Natural person investment or holding),589,0,Construction industry,2,2,0,0,0,0,5,4,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,,7,0,,7,0,,7,0,,7,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,5180,Anhui,Limited liability company (sole proprietorship of natural person),2087,1000,Construction industry,1,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,7,18,10,7,18,10,7,18,10,7,18,10,7,0,0,0,0,1,0,0,0,0,0,1,0,1
61,0,2088,Anhui,Limited liability company (Natural person investment or holding),1697,0,Construction industry,2,2,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,8,14,12,8,14,12,8,14,12,8,14,12,8,0,0,0,0,0,0,0,0,0,0,0,0,1
62,0,2000,Anhui,Limited liability company (Natural person investment or holding),1869,500,Wholesale and retail,2,2,0,0,6,0,5,2,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,3,0,5,3,0,5,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,5000,Anhui,Limited liability company (Natural person investment or holding),964,0,Construction industry,2,3,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,1050,Anhui,Limited liability company (Natural person investment or holding),832,1050,Construction industry,2,3,0,0,0,0,7,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,7,2,0,7,2,0,7,2,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
